"sex","age","socprof","income","marital","depress","sport","nofriend","smoke","nociga","alcabuse","bmi"
"MALE",17,"PUPIL OR STUDENT",NA,"SINGLE",5,"NO",12,"NO",NA,"NO",21.4346093466973
"FEMALE",60,"OTHER ECONOMICALLY INACTIVE",NA,"WIDOWED",3,"YES",2,"NO",NA,"NO",21.7864923747277
"MALE",83,"LONG-TERM SICK/DISABLED",158,"MARRIED",15,"YES",10,"NO",NA,"NO",23.4375
"FEMALE",81,"RETIRED",1480,"SINGLE",8,"YES",6,"YES",10,"NO",19.4869614512472
"FEMALE",45,"EMPLOYED IN PRIVATE SECTOR",1200,"LEGALLY SEPARATED",0,"YES",1,"NO",NA,"NO",25.3515413737155
"FEMALE",63,"RETIRED",1400,"MARRIED",21,"YES",4,"YES",20,"NO",29.7441998810232
"FEMALE",53,"SELF-EMPLOYED",5000,"MARRIED",4,"YES",10,"NO",NA,"NO",26.0374939913475
"FEMALE",20,"PUPIL OR STUDENT",300,"SINGLE",0,"YES",4,"NO",NA,"NO",18.9020381328074
"FEMALE",58,"UNEMPLOYED",NA,"MARRIED",7,"NO",3,"NO",NA,"NO",19.1000918273646
"FEMALE",65,"LONG-TERM SICK/DISABLED",700,"WIDOWED",9,"YES",2,"NO",NA,"NO",41.6233090530697
"FEMALE",20,"PUPIL OR STUDENT",300,"SINGLE",0,"YES",-8,"NO",NA,"NO",17.5556193941715
"FEMALE",20,"PUPIL OR STUDENT",NA,"SINGLE",1,"YES",2,"NO",NA,"NO",19.4674012855831
"MALE",40,"LONG-TERM SICK/DISABLED",-8,"MARRIED",3,"YES",1,"NO",NA,"NO",37.037037037037
"FEMALE",65,"LONG-TERM SICK/DISABLED",3000,"WIDOWED",5,"YES",10,"NO",NA,"NO",33.8123415046492
"MALE",37,"EMPLOYED IN PRIVATE SECTOR",1350,"MARRIED",6,"NO",10,"YES",10,"NO",27.4405991735537
"MALE",61,"EMPLOYED IN PUBLIC SECTOR",1400,"MARRIED",5,"YES",6,"NO",NA,"NO",31.4359113034073
"FEMALE",70,"RETIRED",1100,"MARRIED",5,"YES",3,"NO",NA,"NO",29.296875
"FEMALE",35,"EMPLOYED IN PUBLIC SECTOR",3500,"SINGLE",5,"NO",5,"NO",NA,"NO",27.734375
"FEMALE",51,"EMPLOYED IN PUBLIC SECTOR",3000,"MARRIED",3,"YES",4,"NO",NA,"NO",22.7189744005842
"FEMALE",23,"PUPIL OR STUDENT",-8,"SINGLE",0,"NO",10,"NO",NA,"NO",21.5619092627599
"FEMALE",20,"PUPIL OR STUDENT",1000,"SINGLE",0,"YES",1,"NO",NA,"NO",24.8163265306122
"FEMALE",52,"FARMER",NA,"MARRIED",7,"NO",15,"NO",NA,"NO",32.8731097961867
"MALE",52,"EMPLOYED IN PUBLIC SECTOR",1700,"SINGLE",2,"YES",15,"YES",10,"NO",34.7180292235237
"MALE",32,"EMPLOYED IN PRIVATE SECTOR",1650,"MARRIED",4,"NO",4,"YES",10,"NO",23.9868703446535
"MALE",36,"FARMER",-8,"MARRIED",0,"YES",8,"YES",12,"NO",23.1240605850387
"MALE",38,"EMPLOYED IN PRIVATE SECTOR",5000,"MARRIED",0,"NO",2,"NO",NA,"NO",31.2314098750744
"FEMALE",89,"RETIRED",1087,"WIDOWED",6,"YES",2,"NO",NA,"NO",28.6501377410468
"FEMALE",32,"SELF-EMPLOYED",3000,"WIDOWED",1,"NO",0,"NO",NA,"NO",21.4532871972318
"FEMALE",82,"RETIRED",825,"WIDOWED",14,"YES",6,"NO",NA,"NO",27.34375
"MALE",55,"LONG-TERM SICK/DISABLED",600,"MARRIED",4,"YES",6,"NO",NA,"NO",37.6378486205729
"FEMALE",78,"RETIRED",800,"MARRIED",11,"YES",3,"NO",NA,"NO",27.34375
"FEMALE",43,"OTHER ECONOMICALLY INACTIVE",-8,"MARRIED",3,NA,3,"NO",NA,"NO",20.3222528668892
"MALE",45,"EMPLOYED IN PRIVATE SECTOR",1700,"DIVORCED",2,"YES",5,"NO",NA,"NO",39.4159276180238
"FEMALE",18,"PUPIL OR STUDENT",NA,"SINGLE",2,"NO",4,"NO",NA,"NO",25.8805706350208
"FEMALE",41,"FARMER",NA,"MARRIED",3,"YES",5,"YES",2,"NO",32.03125
"FEMALE",67,"RETIRED",-8,"MARRIED",5,"YES",5,"NO",NA,"NO",29.7265160523187
"FEMALE",60,"RETIRED",1200,"DE FACTO SEPARATED",8,"NO",8,"NO",NA,"NO",29.3847566574839
"FEMALE",63,"RETIRED",5000,"MARRIED",7,"NO",4,"NO",NA,"NO",33.4622248661511
"MALE",72,"RETIRED",710,"MARRIED",10,"YES",12,"NO",NA,"NO",23.6244474927602
"FEMALE",38,"EMPLOYED IN PRIVATE SECTOR",2000,"DIVORCED",4,"NO",5,"YES",30,"NO",24.1671624033314
"FEMALE",44,"EMPLOYED IN PRIVATE SECTOR",2700,"MARRIED",3,"YES",3,"NO",NA,"NO",27.8158817253467
"FEMALE",51,"EMPLOYED IN PUBLIC SECTOR",1300,"MARRIED",3,"NO",1,"NO",NA,"NO",23.7953599048186
"FEMALE",50,"FARMER",NA,"MARRIED",10,"YES",10,"YES",20,"NO",23.1111111111111
"MALE",23,"EMPLOYED IN PRIVATE SECTOR",3000,"SINGLE",0,"NO",8,"NO",NA,"NO",24.7720967102656
"FEMALE",46,"OTHER ECONOMICALLY INACTIVE",NA,"MARRIED",0,"YES",6,"YES",20,"NO",20.829995193078
"FEMALE",65,"RETIRED",1500,"MARRIED",2,"YES",10,"NO",NA,"NO",30.8444159589809
"MALE",66,"LONG-TERM SICK/DISABLED",834,"MARRIED",5,"YES",8,"NO",NA,"NO",26.5337588296461
"MALE",50,"FARMER",-8,"MARRIED",2,"YES",1,"NO",NA,"NO",28.4053375611045
"FEMALE",66,"RETIRED",2000,"MARRIED",14,"YES",2,"NO",NA,"NO",29.296875
"MALE",72,"RETIRED",700,"MARRIED",11,"YES",7,"NO",NA,"NO",25.7116620752984
"MALE",65,"RETIRED",2450,"MARRIED",5,"YES",4,"NO",NA,"NO",32.5963718820862
"MALE",17,"PUPIL OR STUDENT",-8,"SINGLE",0,"NO",2,"NO",NA,"NO",25.2595155709343
"MALE",56,"EMPLOYED IN PRIVATE SECTOR",-8,"MARRIED",0,"YES",5,"NO",NA,"NO",30.1162131519274
"MALE",53,"EMPLOYED IN PUBLIC SECTOR",1600,"MARRIED",8,"NO",0,"YES",20,"YES",25.2092013584959
"FEMALE",69,"RETIRED",708,"MARRIED",10,"YES",1,"NO",NA,"NO",28.1969212010364
"FEMALE",19,"PUPIL OR STUDENT",NA,"SINGLE",3,"NO",3,"YES",10,"NO",24.3417582863402
"MALE",19,"PUPIL OR STUDENT",660,"SINGLE",0,"YES",4,"NO",NA,"NO",20.2448979591837
"FEMALE",73,"RETIRED",980,"WIDOWED",21,"NO",14,"NO",NA,"NO",28.0403781445281
"FEMALE",54,"FARMER",-8,"MARRIED",0,"YES",3,"NO",NA,"NO",NA
"MALE",75,"RETIRED",1600,"MARRIED",7,"YES",6,"YES",15,"NO",25.3515413737155
"FEMALE",50,"EMPLOYED IN PRIVATE SECTOR",1300,"DIVORCED",2,"YES",2,"YES",20,"NO",32.1799307958478
"FEMALE",18,"PUPIL OR STUDENT",NA,"SINGLE",3,"NO",6,"NO",NA,"NO",27.681660899654
"FEMALE",85,"RETIRED",1020,"WIDOWED",10,"YES",0,"NO",NA,"NO",29.296875
"MALE",32,"EMPLOYED IN PRIVATE SECTOR",3000,"MARRIED",0,"YES",0,"NO",NA,"NO",24.6913580246914
"MALE",56,"FARMER",1000,"MARRIED",5,"YES",2,"NO",NA,"NO",29.4117647058824
"FEMALE",24,"OTHER ECONOMICALLY INACTIVE",NA,"SINGLE",0,"NO",1,"NO",NA,"NO",23.8894628099174
"FEMALE",58,"RETIRED",1000,"MARRIED",5,"NO",2,"NO",NA,"NO",36.4366448542534
"FEMALE",46,"EMPLOYED IN PUBLIC SECTOR",2645,"MARRIED",3,"YES",10,"NO",NA,"NO",21.7738423573813
"FEMALE",60,"LONG-TERM SICK/DISABLED",700,"WIDOWED",8,"YES",3,"YES",8,"NO",23.4235574063058
"FEMALE",27,"EMPLOYED IN PRIVATE SECTOR",1200,"MARRIED",3,"YES",6,"NO",NA,"NO",22.3093564088697
"FEMALE",21,"PUPIL OR STUDENT",-8,"SINGLE",0,"NO",2,"NO",NA,"NO",25.0593070266297
"FEMALE",64,"RETIRED",910,"MARRIED",9,"NO",4,"NO",NA,"NO",26.0374939913475
"MALE",52,"OTHER ECONOMICALLY INACTIVE",NA,"MARRIED",12,"YES",10,"YES",20,"YES",19.53125
"FEMALE",34,"UNEMPLOYED",-8,"MARRIED",0,"YES",3,"YES",15,"NO",24.4444444444444
"FEMALE",56,"OTHER ECONOMICALLY INACTIVE",NA,"WIDOWED",8,"YES",2,"YES",1,"NO",32.0461464508893
"FEMALE",70,"RETIRED",680,"MARRIED",11,"YES",10,"YES",20,"NO",31.2213039485767
"MALE",65,"RETIRED",2500,"MARRIED",5,"NO",6,"NO",NA,"NO",27.4285714285714
"MALE",40,"EMPLOYED IN PRIVATE SECTOR",3260,"MARRIED",1,"YES",2,"NO",NA,"NO",26.8518518518519
"MALE",24,"EMPLOYED IN PRIVATE SECTOR",1300,"SINGLE",3,"NO",20,"YES",10,"NO",26.7755102040816
"MALE",20,"PUPIL OR STUDENT",-8,"SINGLE",0,"NO",10,"NO",NA,"NO",22.5981404958678
"FEMALE",41,"EMPLOYED IN PUBLIC SECTOR",3500,"MARRIED",1,"NO",4,"NO",NA,"NO",27.4076572777871
"FEMALE",49,"UNEMPLOYED",1000,"MARRIED",6,"YES",2,"YES",20,"YES",25.9106843468983
"FEMALE",61,"RETIRED",570,"MARRIED",7,"YES",3,"NO",NA,"NO",28.3937263385614
"MALE",66,"RETIRED",1200,"MARRIED",11,"YES",2,"NO",NA,"NO",27.5482093663912
"MALE",18,"PUPIL OR STUDENT",NA,"SINGLE",0,"YES",15,"NO",NA,"NO",23.4567901234568
"MALE",45,"EMPLOYED IN PRIVATE SECTOR",1500,"MARRIED",3,"NO",4,"NO",NA,"NO",31.6373966942149
"FEMALE",44,"FARMER",1000,"MARRIED",3,"NO",10,"NO",NA,"NO",28.3446712018141
"MALE",40,"EMPLOYED IN PRIVATE SECTOR",1600,"SINGLE",1,"YES",5,"YES",25,"NO",25.7731958762887
"FEMALE",72,"RETIRED",940,"MARRIED",6,"YES",8,"NO",NA,"NO",25.9695290858726
"FEMALE",27,"UNEMPLOYED",-8,"MARRIED",0,"NO",5,"NO",NA,"NO",22.4712087637714
"FEMALE",53,"OTHER ECONOMICALLY INACTIVE",NA,"MARRIED",6,"YES",10,"YES",10,"NO",18.0259573786252
"MALE",48,"SELF-EMPLOYED",3500,"MARRIED",1,"YES",7,"NO",NA,"NO",39.7923875432526
"FEMALE",48,"OTHER ECONOMICALLY INACTIVE",500,"MARRIED",3,"NO",20,"NO",NA,"NO",22.3081499107674
"FEMALE",56,"EMPLOYED IN PUBLIC SECTOR",2000,"MARRIED",3,"NO",20,"NO",NA,"NO",25.148605395519
"FEMALE",31,"FARMER",500,"MARRIED",2,"YES",5,"NO",NA,"NO",24.5089457652043
"FEMALE",55,"LONG-TERM SICK/DISABLED",500,"MARRIED",6,"YES",4,"YES",10,"NO",23.0300453514739
"FEMALE",86,"RETIRED",1000,"WIDOWED",15,"YES",0,"NO",NA,"NO",31.1418685121107
"MALE",73,"RETIRED",800,"MARRIED",8,"YES",2,"NO",NA,"YES",26.346494034401
"FEMALE",85,"RETIRED",1020,"WIDOWED",15,"YES",1,"NO",NA,"NO",24.7675659198293
"MALE",62,"RETIRED",3200,"MARRIED",8,"NO",4,"NO",NA,"NO",36.8313005675643
"MALE",60,"EMPLOYED IN PRIVATE SECTOR",1000,"MARRIED",4,"YES",13,"YES",15,"NO",31.561671506123
"MALE",40,"EMPLOYED IN PUBLIC SECTOR",-8,"MARRIED",4,"YES",5,"YES",20,"NO",19.3213380026567
"MALE",48,"LONG-TERM SICK/DISABLED",-8,"DIVORCED",10,"YES",1,"YES",10,"YES",22.2040816326531
"MALE",20,"UNEMPLOYED",2000,"SINGLE",0,"YES",1,"NO",NA,"NO",25.6055363321799
"FEMALE",18,"PUPIL OR STUDENT",NA,"SINGLE",0,"NO",8,"NO",NA,"NO",18.3654729109275
"MALE",24,"EMPLOYED IN PRIVATE SECTOR",-8,"SINGLE",0,"NO",2,"YES",15,"NO",24.1516725033209
"MALE",54,"OTHER ECONOMICALLY INACTIVE",1500,"MARRIED",6,"YES",4,"NO",NA,"NO",28.4081632653061
"MALE",45,"EMPLOYED IN PRIVATE SECTOR",1800,"DIVORCED",2,"YES",2,"YES",20,"NO",29.8605512257756
"MALE",57,"EMPLOYED IN PRIVATE SECTOR",-8,"MARRIED",2,"YES",20,"YES",20,"YES",24.609375
"MALE",54,"EMPLOYED IN PRIVATE SECTOR",2500,"MARRIED",0,"YES",5,"NO",NA,"NO",30.1162131519274
"FEMALE",68,"RETIRED",700,"MARRIED",11,"YES",4,"YES",10,"NO",23.6127508854782
"FEMALE",38,"OTHER ECONOMICALLY INACTIVE",NA,"MARRIED",2,"YES",20,"YES",20,"NO",21.0498179023689
"FEMALE",26,"EMPLOYED IN PUBLIC SECTOR",1670,"MARRIED",6,"YES",9,"NO",NA,"NO",18.5901249256395
"FEMALE",53,"LONG-TERM SICK/DISABLED",640,"MARRIED",6,"YES",4,"NO",NA,"NO",31.2213039485767
"MALE",55,"EMPLOYED IN PRIVATE SECTOR",2000,"MARRIED",3,"YES",5,"YES",20,"NO",24.3024870597147
"FEMALE",66,"LONG-TERM SICK/DISABLED",1200,"MARRIED",0,"YES",2,"NO",NA,"NO",27.0051309748852
"MALE",17,"PUPIL OR STUDENT",NA,"SINGLE",2,"NO",5,"NO",NA,"NO",20.5191340925413
"FEMALE",22,"UNEMPLOYED",100,"SINGLE",NA,NA,10,"NO",NA,"NO",18.8706633763972
"MALE",54,"EMPLOYED IN PRIVATE SECTOR",1200,"MARRIED",8,"YES",2,"NO",NA,"NO",34.2560553633218
"MALE",21,"UNEMPLOYED",NA,"SINGLE",0,"NO",6,"NO",NA,"NO",26.8518518518519
"MALE",78,"LONG-TERM SICK/DISABLED",834,"MARRIED",19,"YES",10,"NO",NA,"NO",24.609375
"MALE",56,"EMPLOYED IN PRIVATE SECTOR",2300,"MARRIED",3,"YES",2,"NO",NA,"NO",28.4055043555107
"FEMALE",49,"SELF-EMPLOYED",3000,"MARRIED",5,"YES",5,"NO",NA,"NO",25.9645421720962
"FEMALE",17,"PUPIL OR STUDENT",NA,"SINGLE",0,"NO",13,"NO",NA,"NO",20.338326446281
"MALE",40,"UNEMPLOYED",NA,"MARRIED",2,"YES",5,"NO",NA,"NO",27.681660899654
"FEMALE",54,"EMPLOYED IN PRIVATE SECTOR",1000,"DIVORCED",6,"YES",6,"YES",10,"NO",20.2020202020202
"MALE",32,"EMPLOYED IN PRIVATE SECTOR",2600,"MARRIED",0,"YES",0,"NO",NA,"NO",25.7959183673469
"FEMALE",41,"EMPLOYED IN PRIVATE SECTOR",1500,"MARRIED",3,"YES",1,"YES",12,"NO",21.295294753921
"MALE",57,"FARMER",1000,"MARRIED",8,"YES",10,"NO",NA,"NO",28.256989886972
"FEMALE",20,"PUPIL OR STUDENT",300,"SINGLE",0,"NO",10,"NO",NA,"NO",19.8178444931692
"FEMALE",65,"RETIRED",900,"MARRIED",6,"YES",5,"NO",NA,"NO",24.8357634994392
"FEMALE",51,"OTHER ECONOMICALLY INACTIVE",620,"SINGLE",5,"NO",7,"NO",NA,"NO",24.8357634994392
"MALE",36,"LONG-TERM SICK/DISABLED",440,"SINGLE",2,"YES",4,"NO",NA,"NO",20.0474456213038
"MALE",44,"EMPLOYED IN PRIVATE SECTOR",-8,"MARRIED",2,"YES",4,"YES",10,"NO",30.8641975308642
"MALE",27,"EMPLOYED IN PRIVATE SECTOR",1500,"SINGLE",0,"NO",1,"YES",1,"NO",20.2865079117381
"FEMALE",67,"RETIRED",1500,"MARRIED",9,"YES",5,"YES",20,"NO",25.2993759487266
"MALE",54,"EMPLOYED IN PRIVATE SECTOR",1800,"MARRIED",4,"NO",10,"YES",20,"NO",21.6788067984738
"MALE",62,"RETIRED",1800,"MARRIED",11,"NO",8,"NO",NA,"NO",30.9917355371901
"FEMALE",52,"EMPLOYED IN PUBLIC SECTOR",2000,"MARRIED",5,"YES",4,"YES",6,"NO",23.7118446309609
"MALE",32,"EMPLOYED IN PRIVATE SECTOR",3000,"MARRIED",7,"YES",0,"YES",15,"YES",28.4055043555107
"FEMALE",72,"RETIRED",1100,"WIDOWED",9,"YES",20,"YES",10,"NO",31.8877551020408
"FEMALE",57,"OTHER ECONOMICALLY INACTIVE",NA,"MARRIED",7,"YES",0,"NO",NA,"NO",30.0914316577293
"FEMALE",37,"EMPLOYED IN PRIVATE SECTOR",1500,"DIVORCED",3,"YES",13,"NO",NA,"NO",24.6755002704164
"FEMALE",37,"UNEMPLOYED",NA,"MARRIED",1,"YES",10,"YES",15,"YES",24.3823729785937
"MALE",64,"OTHER ECONOMICALLY INACTIVE",1000,"MARRIED",7,"YES",5,"NO",NA,"NO",23.1206235962479
"MALE",17,"PUPIL OR STUDENT",-8,"SINGLE",0,"NO",15,"NO",NA,"NO",19.8176773682124
"MALE",81,"RETIRED",3000,"WIDOWED",5,"YES",1,"NO",NA,"NO",21.9713358572201
"FEMALE",48,"UNEMPLOYED",NA,"MARRIED",6,"YES",10,"YES",-8,"NO",26.8351800554017
"FEMALE",80,"RETIRED",1264,"MARRIED",7,"YES",2,"NO",NA,"NO",35.5555555555556
"MALE",53,"RETIRED",2200,"MARRIED",2,"NO",5,"YES",40,"NO",27.968016063681
"FEMALE",34,"EMPLOYED IN PRIVATE SECTOR",-8,"MARRIED",2,"YES",4,"NO",NA,"NO",27.4691358024691
"FEMALE",58,"EMPLOYED IN PUBLIC SECTOR",1200,"MARRIED",5,"YES",3,"NO",NA,"NO",23.8330046022354
"FEMALE",25,"PUPIL OR STUDENT",NA,"SINGLE",0,"YES",10,"NO",NA,"NO",21.0480476121353
"MALE",32,"PUPIL OR STUDENT",-8,"MARRIED",0,NA,20,"NO",NA,"NO",22.0931700542861
"MALE",23,"PUPIL OR STUDENT",NA,"SINGLE",1,"YES",10,"NO",NA,"NO",24.2512783053324
"MALE",34,"EMPLOYED IN PRIVATE SECTOR",6400,"MARRIED",0,"NO",3,"NO",NA,"NO",28.6959294292698
"FEMALE",37,"EMPLOYED IN PUBLIC SECTOR",2000,"MARRIED",5,"NO",5,"NO",NA,"NO",25.5102040816327
"MALE",64,"RETIRED",1300,"MARRIED",4,"YES",20,"NO",NA,"NO",32.2830578512397
"FEMALE",43,"OTHER ECONOMICALLY INACTIVE",-8,"MARRIED",1,"YES",5,"NO",NA,"NO",24.9134948096886
"MALE",48,"UNEMPLOYED",1700,"MARRIED",3,"YES",15,"YES",20,"YES",20.9041950113379
"FEMALE",19,"PUPIL OR STUDENT",-8,"SINGLE",0,"NO",14,"NO",NA,"NO",20.5498866213152
"MALE",60,"EMPLOYED IN PRIVATE SECTOR",1800,"MARRIED",9,NA,7,"YES",20,"NO",25.9106843468983
"FEMALE",63,"RETIRED",2500,"DIVORCED",2,"YES",8,"NO",NA,"NO",24.7409372871024
"MALE",35,NA,-8,"SINGLE",0,"YES",4,"YES",20,"YES",23.9868703446535
"MALE",82,"RETIRED",2300,"MARRIED",5,"YES",5,"YES",30,"NO",24.9680097375238
"FEMALE",56,"EMPLOYED IN PRIVATE SECTOR",920,"WIDOWED",4,"NO",4,"YES",30,"NO",16.3265306122449
"MALE",55,"EMPLOYED IN PUBLIC SECTOR",2500,"MARRIED",1,"NO",1,"NO",NA,"NO",31.0249307479224
"MALE",42,"EMPLOYED IN PUBLIC SECTOR",5000,"MARRIED",2,"YES",10,"YES",20,"NO",25.8264462809917
"FEMALE",80,"RETIRED",870,"WIDOWED",13,"YES",5,"NO",NA,"NO",27.34375
"FEMALE",63,"RETIRED",700,"MARRIED",7,"YES",12,"NO",NA,"NO",28.3446712018141
"FEMALE",30,"OTHER ECONOMICALLY INACTIVE",NA,"MARRIED",5,"YES",1,"YES",6,"NO",20.9572742022715
"MALE",18,"PUPIL OR STUDENT",NA,"SINGLE",1,"NO",5,"NO",NA,"NO",25.4017013232514
"FEMALE",27,"EMPLOYED IN PUBLIC SECTOR",1000,"SINGLE",0,"NO",4,"NO",NA,"NO",20.5498866213152
"FEMALE",28,"EMPLOYED IN PRIVATE SECTOR",900,"SINGLE",4,"NO",10,"NO",NA,"NO",19.8140527358634
"FEMALE",82,"RETIRED",1600,"WIDOWED",16,"YES",4,"NO",NA,"NO",20.3125
"MALE",68,"RETIRED",1000,"MARRIED",12,"YES",4,"NO",NA,"NO",42.2654268808115
"MALE",49,"EMPLOYED IN PUBLIC SECTOR",2000,"MARRIED",3,"YES",2,"NO",NA,"NO",26.2965668371074
"FEMALE",27,"EMPLOYED IN PRIVATE SECTOR",1100,"SINGLE",4,"NO",5,"NO",NA,"YES",18.2183224271267
"MALE",66,"RETIRED",855,"MARRIED",9,"YES",0,"NO",NA,"NO",31.8877551020408
"MALE",61,"SELF-EMPLOYED",3000,"MARRIED",5,"NO",2,"NO",NA,"NO",25.2595155709343
"FEMALE",72,"RETIRED",1050,"MARRIED",4,"YES",25,"NO",NA,"NO",24.2214532871972
"MALE",40,"FARMER",1500,"MARRIED",3,"YES",20,"NO",NA,"NO",27.4717071277136
"MALE",21,"EMPLOYED IN PRIVATE SECTOR",900,"SINGLE",3,"NO",6,"YES",15,"NO",25.3086419753086
"MALE",30,"EMPLOYED IN PRIVATE SECTOR",900,"MARRIED",2,"YES",8,"YES",10,"NO",24.2214532871972
"MALE",34,"UNEMPLOYED",NA,"SINGLE",6,"NO",11,"NO",NA,"YES",27.7574872169467
"FEMALE",92,"RETIRED",-8,"WIDOWED",20,"YES",6,"NO",NA,"NO",19.5555555555556
"FEMALE",57,"FARMER",600,"MARRIED",9,"NO",30,"YES",20,"NO",31.0204081632653
"FEMALE",70,"RETIRED",1100,"WIDOWED",5,"YES",2,"NO",NA,"NO",30.0432622977087
"FEMALE",47,"PUPIL OR STUDENT",980,"MARRIED",2,"YES",8,"NO",NA,"NO",26.0261748958953
"MALE",64,"RETIRED",950,"MARRIED",19,"YES",2,"NO",NA,"NO",24.6181037747759
"MALE",29,"EMPLOYED IN PUBLIC SECTOR",1800,"MARRIED",2,"YES",2,"NO",NA,"NO",24.5351239669421
"FEMALE",48,"EMPLOYED IN PRIVATE SECTOR",1000,"MARRIED",2,"YES",-8,"NO",NA,"NO",26.5643447461629
"MALE",58,"EMPLOYED IN PUBLIC SECTOR",5000,"MARRIED",6,"NO",15,"NO",NA,"YES",27.0416441319632
"FEMALE",35,"UNEMPLOYED",400,"DIVORCED",0,"NO",6,"NO",NA,"YES",23.5078053259871
"FEMALE",33,"FARMER",NA,"SINGLE",0,"YES",-8,"NO",NA,"NO",18.0785123966942
"MALE",42,"PUPIL OR STUDENT",-8,"SINGLE",6,"YES",1,"NO",NA,"NO",28.075042938301
"FEMALE",31,"OTHER ECONOMICALLY INACTIVE",NA,"MARRIED",0,"NO",5,"NO",NA,"NO",22.9421304537004
"MALE",58,"LONG-TERM SICK/DISABLED",1000,"MARRIED",10,"NO",8,"NO",NA,"NO",42.578125
"MALE",19,"PUPIL OR STUDENT",750,"SINGLE",0,"NO",2,"NO",NA,"NO",22.77318640955
"FEMALE",61,"LONG-TERM SICK/DISABLED",800,"MARRIED",14,"YES",6,"NO",NA,"NO",32.0461464508893
"MALE",53,"LONG-TERM SICK/DISABLED",1600,"DIVORCED",6,NA,5,"NO",NA,"NO",19.3821446936434
"FEMALE",18,"PUPIL OR STUDENT",-8,"SINGLE",0,"YES",5,"YES",29,"NO",22.3081499107674
"FEMALE",18,"PUPIL OR STUDENT",NA,"SINGLE",0,"YES",2,"NO",NA,"NO",23.6244474927602
"MALE",22,"PUPIL OR STUDENT",NA,"SINGLE",0,"NO",-8,"NO",NA,"NO",24.2122933884298
"MALE",64,"RETIRED",1900,"MARRIED",6,"YES",11,"YES",20,"NO",24.9680097375238
"FEMALE",71,"LONG-TERM SICK/DISABLED",925,"WIDOWED",15,"YES",5,"NO",NA,"NO",28.6851446806985
"MALE",21,"PUPIL OR STUDENT",-8,"SINGLE",NA,"NO",10,"NO",NA,"NO",25.8264462809917
"MALE",22,"PUPIL OR STUDENT",NA,"SINGLE",2,"NO",15,"NO",NA,"NO",22.4813290656912
"FEMALE",41,NA,-8,"MARRIED",6,"YES",4,"NO",NA,"NO",30.3850156087409
"FEMALE",58,"LONG-TERM SICK/DISABLED",680,"MARRIED",16,"YES",20,"YES",15,"NO",20.7612456747405
"FEMALE",38,"OTHER ECONOMICALLY INACTIVE",NA,"MARRIED",0,"NO",2,"NO",NA,"NO",18.066167337875
"MALE",61,"LONG-TERM SICK/DISABLED",1500,"SINGLE",2,"YES",10,"YES",20,"NO",35.2941176470588
"MALE",47,"EMPLOYED IN PRIVATE SECTOR",2000,"MARRIED",10,"YES",10,"NO",NA,"NO",33.2408370909932
"FEMALE",27,"EMPLOYED IN PRIVATE SECTOR",1300,"SINGLE",2,"YES",2,"YES",5,"NO",20.8209399167162
"FEMALE",20,"PUPIL OR STUDENT",NA,"SINGLE",0,"NO",3,"NO",NA,"NO",19.4330132601738
"FEMALE",76,"SELF-EMPLOYED",2000,"WIDOWED",9,"YES",15,"NO",NA,"NO",NA
"FEMALE",68,"LONG-TERM SICK/DISABLED",1500,"WIDOWED",8,"NO",7,"NO",NA,"NO",33.3333333333333
"MALE",26,"EMPLOYED IN PRIVATE SECTOR",1600,"SINGLE",0,NA,7,"NO",NA,"NO",28.3937263385614
"FEMALE",23,"EMPLOYED IN PUBLIC SECTOR",1500,"SINGLE",6,"YES",3,"NO",NA,"NO",24.2214532871972
"FEMALE",56,"RETIRED",1400,"SINGLE",1,"NO",5,"NO",NA,"NO",24.7675659198293
"FEMALE",53,"OTHER ECONOMICALLY INACTIVE",-8,"MARRIED",5,"YES",4,"NO",NA,"NO",26.171875
"FEMALE",38,"EMPLOYED IN PRIVATE SECTOR",380,"MARRIED",5,"YES",3,"NO",NA,"NO",22.65625
"FEMALE",65,"RETIRED",700,"MARRIED",7,"YES",4,"NO",NA,"NO",36.0648423557406
"FEMALE",25,"EMPLOYED IN PRIVATE SECTOR",1600,"SINGLE",11,"YES",0,"NO",NA,"NO",16.8962350780533
"MALE",50,"LONG-TERM SICK/DISABLED",485,"MARRIED",6,"YES",5,"YES",40,"NO",29.6296296296296
"MALE",55,"RETIRED",1000,"MARRIED",4,"NO",10,"NO",NA,"NO",39.0925189615423
"MALE",58,"LONG-TERM SICK/DISABLED",1000,"MARRIED",3,"YES",1,"NO",NA,"NO",34.8501842653421
"MALE",22,"EMPLOYED IN PRIVATE SECTOR",-8,"SINGLE",2,"YES",50,NA,-8,"NO",22.4480151228733
"MALE",73,"RETIRED",1150,"WIDOWED",13,"YES",1,"NO",NA,"NO",31.8877551020408
"MALE",26,"EMPLOYED IN PRIVATE SECTOR",-8,"MARRIED",0,"NO",2,"NO",NA,"NO",21.1616002745289
"FEMALE",26,"EMPLOYED IN PRIVATE SECTOR",2500,"SINGLE",3,"YES",10,"NO",NA,"NO",19.2570288155177
"MALE",81,"RETIRED",2617,"MARRIED",6,"YES",27,"YES",20,"NO",33.5743801652893
"MALE",55,"LONG-TERM SICK/DISABLED",1900,"MARRIED",1,"NO",10,"NO",NA,"NO",26.7949380165289
"FEMALE",66,"RETIRED",1500,"MARRIED",2,"YES",4,"NO",NA,"NO",26.2975778546713
